Product	Voltage	pressure	pH	TOF_Coverage
CH3CH2OH_g	-1.231818181818182	-3.0	6.8	0.0008723236749715
CH3CH2OH_g	-1.2232323232323232	-3.0	6.8	0.0007217491613791
CH3CH2OH_g	-1.2146464646464648	-3.0	6.8	0.0005961584111703
CH3CH2OH_g	-1.206060606060606	-3.0	6.8	0.000491711036931
CH3CH2OH_g	-1.1974747474747476	-3.0	6.8	0.0004050631625034
CH3CH2OH_g	-1.1888888888888889	-3.0	6.8	0.0003333334932401
CH3CH2OH_g	-1.1803030303030304	-3.0	6.8	0.0002740605091034
CH3CH2OH_g	-1.1717171717171715	-3.0	6.8	0.0002251561205042
CH3CH2OH_g	-1.1631313131313132	-3.0	6.8	0.0001848593475285
CH3CH2OH_g	-1.1545454545454543	-3.0	6.8	0.0001516922507123
CH3CH2OH_g	-1.145959595959596	-3.0	6.8	0.0001244193891216
CH3CH2OH_g	-1.1373737373737374	-3.0	6.8	0.0001020114334581
CH3CH2OH_g	-1.128787878787879	-3.0	6.8	8.361313424353185e-05
CH3CH2OH_g	-1.1202020202020202	-3.0	6.8	6.85155536932646e-05
CH3CH2OH_g	-1.1116161616161615	-3.0	6.8	5.613226272332244e-05
CH3CH2OH_g	-1.103030303030303	-3.0	6.8	4.597908072526467e-05
CH3CH2OH_g	-1.0944444444444446	-3.0	6.8	3.7656905406348135e-05
CH3CH2OH_g	-1.085858585858586	-3.0	6.8	3.083721635058504e-05
CH3CH2OH_g	-1.0772727272727274	-3.0	6.8	2.5249890452091187e-05
CH3CH2OH_g	-1.068686868686869	-3.0	6.8	2.0673011220099763e-05
CH3CH2OH_g	-1.0601010101010102	-3.0	6.8	1.692438570657894e-05
CH3CH2OH_g	-1.0515151515151515	-3.0	6.8	1.3854510479038096e-05
CH3CH2OH_g	-1.042929292929293	-3.0	6.8	1.1340756460923218e-05
CH3CH2OH_g	-1.0343434343434343	-3.0	6.8	9.28257185202843e-06
CH3CH2OH_g	-1.025757575757576	-3.0	6.8	7.597531117990876e-06
CH3CH2OH_g	-1.0171717171717172	-3.0	6.8	6.218084661353845e-06
CH3CH2OH_g	-1.0085858585858587	-3.0	6.8	5.088887317131542e-06
CH3CH2OH_g	-1.0	-3.0	6.8	4.164603684628654e-06
CH4_g	-1.85	0.0	6.8	9068.141437833672
CH4_g	-1.8414141414141416	0.0	6.8	7755.050850766938
CH4_g	-1.8328282828282831	0.0	6.8	6629.216841674778
CH4_g	-1.8242424242424244	0.0	6.8	5664.583842482279
CH4_g	-1.8156565656565655	0.0	6.8	4838.565906191156
CH4_g	-1.8070707070707075	0.0	6.8	4131.625213521526
CH4_g	-1.7984848484848486	0.0	6.8	3526.8901275054013
CH4_g	-1.78989898989899	0.0	6.8	3010.0250529299296
CH4_g	-1.7813131313131314	0.0	6.8	2568.7107606104264
CH4_g	-1.772727272727273	0.0	6.8	2191.9407755762754
CH4_g	-1.7641414141414142	0.0	6.8	1870.300159072124
CH4_g	-1.7555555555555555	0.0	6.8	1595.7431970381592
CH4_g	-1.746969696969697	0.0	6.8	1361.3949069222924
CH4_g	-1.7383838383838386	0.0	6.8	1161.3812089574465
CH4_g	-1.72979797979798	0.0	6.8	990.6836381734364
CH4_g	-1.7212121212121212	0.0	6.8	845.01506363989
CH4_g	-1.7126262626262627	0.0	6.8	720.7133877014948
CH4_g	-1.7040404040404042	0.0	6.8	614.6506322834034
CH4_g	-1.6954545454545455	0.0	6.8	524.155192164996
CH4_g	-1.6868686868686869	0.0	6.8	446.9453556490727
CH4_g	-1.6782828282828284	0.0	6.8	381.0724695525742
CH4_g	-1.66969696969697	0.0	6.8	324.8723654701725
CH4_g	-1.6611111111111112	0.0	6.8	276.92387460594506
CH4_g	-1.6525252525252525	0.0	6.8	236.01344419295108
CH4_g	-1.643939393939394	0.0	6.8	201.1050299699903
CH4_g	-1.6353535353535356	0.0	6.8	171.31456627066208
CH4_g	-1.6267676767676769	0.0	6.8	145.88838297882182
